TRANSACTION_ID,TX_DATETIME,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_TIME_SECONDS,TX_TIME_DAYS
10971,2023-04-13 05:51:18,65,95,7.31,8833878,102
10972,2023-04-13 05:52:31,65,95,9.22,8833951,102
10973,2023-04-13 06:11:11,8,8,5.27,8835071,102
10974,2023-04-13 06:11:29,83,7,92.73,8835089,102
10975,2023-04-13 06:30:49,38,78,12.27,8836249,102
10976,2023-04-13 06:42:33,89,24,51.02,8836953,102
10977,2023-04-13 06:59:08,37,54,20.7,8837948,102
10978,2023-04-13 07:03:46,94,10,2.62,8838226,102
10979,2023-04-13 07:29:17,37,54,13.14,8839757,102
10980,2023-04-13 07:50:53,38,78,20.78,8841053,102
10981,2023-04-13 07:53:20,89,24,65.72,8841200,102
10982,2023-04-13 08:07:51,8,46,12.19,8842071,102
10983,2023-04-13 08:12:43,11,44,8.52,8842363,102
10984,2023-04-13 08:20:18,47,17,47.26,8842818,102
10985,2023-04-13 08:20:22,67,83,125.29,8842822,102
10986,2023-04-13 08:28:23,5,79,38.62,8843303,102
10987,2023-04-13 08:40:19,79,46,61.42,8844019,102
10988,2023-04-13 08:43:30,35,51,49.12,8844210,102
10989,2023-04-13 08:55:07,29,40,133.57,8844907,102
10990,2023-04-13 09:10:55,83,25,131.41,8845855,102
10991,2023-04-13 09:26:18,58,66,35.02,8846778,102
10992,2023-04-13 09:29:05,79,46,140.92,8846945,102
10993,2023-04-13 09:30:53,1,5,27.29,8847053,102
10994,2023-04-13 09:34:19,5,79,75.73,8847259,102
10995,2023-04-13 09:38:20,81,80,133.49,8847500,102
10996,2023-04-13 09:39:15,55,81,43.31,8847555,102
10997,2023-04-13 09:40:46,94,10,47.1,8847646,102
10998,2023-04-13 09:52:39,0,87,55.28,8848359,102
10999,2023-04-13 09:55:06,68,85,43.12,8848506,102
11000,2023-04-13 10:03:06,43,82,97.05,8848986,102
11001,2023-04-13 10:05:44,80,24,8.93,8849144,102
11002,2023-04-13 10:08:06,83,25,28.09,8849286,102
11003,2023-04-13 10:18:33,28,88,59.5,8849913,102
11004,2023-04-13 10:23:21,80,24,10.91,8850201,102
11005,2023-04-13 10:29:37,94,10,38.91,8850577,102
11006,2023-04-13 10:30:59,1,5,18.07,8850659,102
11007,2023-04-13 10:30:59,92,56,85.31,8850659,102
11008,2023-04-13 10:51:05,88,4,29.96,8851865,102
11009,2023-04-13 10:51:15,80,24,8.85,8851875,102
11010,2023-04-13 10:53:07,98,42,11.11,8851987,102
11011,2023-04-13 10:56:48,68,85,12.97,8852208,102
11012,2023-04-13 11:03:30,40,31,106.27,8852610,102
11013,2023-04-13 11:07:01,94,10,15.75,8852821,102
11014,2023-04-13 11:08:12,49,26,14.61,8852892,102
11015,2023-04-13 11:17:42,55,81,21.85,8853462,102
11016,2023-04-13 11:33:46,9,84,60.95,8854426,102
11017,2023-04-13 12:14:30,89,24,55.27,8856870,102
11018,2023-04-13 12:23:14,35,38,69.18,8857394,102
11019,2023-04-13 12:25:50,58,66,15.92,8857550,102
11020,2023-04-13 12:51:19,89,24,26.26,8859079,102
11021,2023-04-13 12:59:57,89,24,44.97,8859597,102
11022,2023-04-13 13:01:53,81,80,92.3,8859713,102
11023,2023-04-13 13:03:48,61,31,66.63,8859828,102
11024,2023-04-13 13:04:02,65,95,4.22,8859842,102
11025,2023-04-13 13:05:00,76,47,23.15,8859900,102
11026,2023-04-13 13:08:23,55,81,50.28,8860103,102
11027,2023-04-13 13:17:49,47,41,31.17,8860669,102
11028,2023-04-13 13:29:16,79,46,81.21,8861356,102
11029,2023-04-13 13:30:02,88,4,46.67,8861402,102
11030,2023-04-13 13:49:52,0,29,102.3,8862592,102
11031,2023-04-13 13:54:43,86,91,58.6,8862883,102
11032,2023-04-13 14:11:25,35,51,26.18,8863885,102
11033,2023-04-13 14:13:58,40,31,81.99,8864038,102
11034,2023-04-13 14:25:22,1,5,58.33,8864722,102
11035,2023-04-13 14:26:04,33,64,96.72,8864764,102
11036,2023-04-13 14:32:11,43,82,41.82,8865131,102
11037,2023-04-13 14:32:29,29,62,84.26,8865149,102
11038,2023-04-13 14:43:49,35,38,53.85,8865829,102
11039,2023-04-13 15:02:31,83,7,119.05,8866951,102
11040,2023-04-13 15:03:24,89,24,39.68,8867004,102
11041,2023-04-13 15:06:05,1,5,23.7,8867165,102
11042,2023-04-13 15:18:05,78,71,49.54,8867885,102
11043,2023-04-13 15:24:32,34,29,82.84,8868272,102
11044,2023-04-13 15:24:57,79,46,52.82,8868297,102
11045,2023-04-13 15:38:43,53,88,11.57,8869123,102
11046,2023-04-13 15:43:29,37,54,23.69,8869409,102
11047,2023-04-13 15:57:37,53,88,4.44,8870257,102
11048,2023-04-13 16:24:35,65,95,3.71,8871875,102
11049,2023-04-13 16:29:53,9,84,124.05,8872193,102
11050,2023-04-13 16:44:30,33,64,74.02,8873070,102
11051,2023-04-13 16:52:38,79,8,17.46,8873558,102
11052,2023-04-13 17:24:04,40,31,79.66,8875444,102
11053,2023-04-13 17:34:03,98,42,2.14,8876043,102
11054,2023-04-13 18:03:11,25,88,90.36,8877791,102
11055,2023-04-13 18:07:01,52,94,65.46,8878021,102
11056,2023-04-13 19:04:30,5,79,55.09,8881470,102
11057,2023-04-13 19:12:14,78,72,68.93,8881934,102
11058,2023-04-13 19:30:58,92,56,55.95,8883058,102
11059,2023-04-13 19:56:44,33,64,63.68,8884604,102
11060,2023-04-13 19:57:32,22,99,30.53,8884652,102
11061,2023-04-13 20:54:04,58,27,13.96,8888044,102
11062,2023-04-13 21:43:27,0,87,69.23,8891007,102
11063,2023-04-13 22:08:06,34,29,40.61,8892486,102
11064,2023-04-13 22:22:28,67,83,148.14,8893348,102
11065,2023-04-13 22:34:50,5,79,57.3,8894090,102
11066,2023-04-13 22:47:40,65,95,5.06,8894860,102
11067,2023-04-14 01:12:09,34,29,74.78,8903529,103
11068,2023-04-14 02:13:37,14,88,22.3,8907217,103
11069,2023-04-14 02:41:37,31,8,2.12,8908897,103
11070,2023-04-14 02:45:10,83,25,93.43,8909110,103
11071,2023-04-14 04:04:51,67,83,202.77,8913891,103
11072,2023-04-14 04:17:23,38,78,32.02,8914643,103
11073,2023-04-14 04:59:38,38,93,36.05,8917178,103
11074,2023-04-14 05:04:03,81,80,67.8,8917443,103
11075,2023-04-14 05:34:17,8,8,9.73,8919257,103
11076,2023-04-14 06:03:37,83,7,35.45,8921017,103
11077,2023-04-14 06:05:02,46,34,91.68,8921102,103
11078,2023-04-14 06:22:23,88,4,83.47,8922143,103
11079,2023-04-14 06:28:11,88,4,74.0,8922491,103
11080,2023-04-14 06:32:57,28,88,76.1,8922777,103
11081,2023-04-14 06:35:05,33,64,60.22,8922905,103
11082,2023-04-14 06:37:18,83,7,117.25,8923038,103
11083,2023-04-14 06:37:21,40,31,109.96,8923041,103
11084,2023-04-14 06:44:45,25,17,74.94,8923485,103
11085,2023-04-14 06:55:43,46,34,82.31,8924143,103
11086,2023-04-14 07:03:17,49,26,9.07,8924597,103
11087,2023-04-14 07:07:24,68,85,10.13,8924844,103
11088,2023-04-14 07:36:27,14,90,51.79,8926587,103
11089,2023-04-14 07:37:49,28,88,133.46,8926669,103
11090,2023-04-14 07:52:18,58,74,26.89,8927538,103
11091,2023-04-14 08:07:27,58,74,47.41,8928447,103
11092,2023-04-14 08:29:13,40,31,15.63,8929753,103
11093,2023-04-14 08:36:32,35,38,45.3,8930192,103
11094,2023-04-14 08:41:07,50,11,64.27,8930467,103
11095,2023-04-14 08:57:21,35,51,19.89,8931441,103
11096,2023-04-14 09:18:21,25,17,76.94,8932701,103
11097,2023-04-14 09:27:27,38,78,13.71,8933247,103
11098,2023-04-14 09:33:52,79,8,40.25,8933632,103
11099,2023-04-14 09:44:09,22,65,80.61,8934249,103
11100,2023-04-14 09:46:11,90,14,116.42,8934371,103
11101,2023-04-14 09:53:20,28,17,131.56,8934800,103
11102,2023-04-14 10:07:26,67,83,29.0,8935646,103
11103,2023-04-14 10:09:43,34,29,57.04,8935783,103
11104,2023-04-14 10:11:49,68,85,40.55,8935909,103
11105,2023-04-14 10:12:23,68,85,23.58,8935943,103
11106,2023-04-14 10:19:15,0,29,67.97,8936355,103
11107,2023-04-14 10:22:48,28,17,94.92,8936568,103
11108,2023-04-14 10:27:26,32,88,52.43,8936846,103
11109,2023-04-14 10:48:32,94,10,4.44,8938112,103
11110,2023-04-14 10:56:42,9,84,34.03,8938602,103
11111,2023-04-14 11:00:10,61,31,18.42,8938810,103
11112,2023-04-14 11:00:28,34,29,54.96,8938828,103
11113,2023-04-14 11:03:49,58,66,28.64,8939029,103
11114,2023-04-14 11:23:05,1,5,70.44,8940185,103
11115,2023-04-14 11:32:59,92,56,28.48,8940779,103
11116,2023-04-14 11:47:32,40,31,43.87,8941652,103
11117,2023-04-14 12:02:59,5,79,71.35,8942579,103
11118,2023-04-14 12:03:23,68,85,27.9,8942603,103
11119,2023-04-14 12:07:43,29,40,21.35,8942863,103
11120,2023-04-14 12:16:59,55,81,39.62,8943419,103
11121,2023-04-14 12:22:41,65,95,9.18,8943761,103
11122,2023-04-14 12:26:40,33,64,67.19,8944000,103
11123,2023-04-14 12:44:33,38,78,25.47,8945073,103
11124,2023-04-14 12:56:33,65,95,4.63,8945793,103
11125,2023-04-14 12:57:38,55,81,58.42,8945858,103
11126,2023-04-14 13:01:48,90,14,59.45,8946108,103
11127,2023-04-14 13:07:33,1,5,62.31,8946453,103
11128,2023-04-14 13:15:55,86,91,66.03,8946955,103
11129,2023-04-14 13:19:45,38,93,14.61,8947185,103
11130,2023-04-14 13:26:46,55,81,36.27,8947606,103
11131,2023-04-14 13:26:51,53,88,1.69,8947611,103
11132,2023-04-14 13:38:18,52,94,65.28,8948298,103
11133,2023-04-14 13:43:18,92,56,55.91,8948598,103
11134,2023-04-14 13:43:35,90,6,41.25,8948615,103
11135,2023-04-14 13:57:24,94,10,51.75,8949444,103
11136,2023-04-14 14:02:11,5,79,24.07,8949731,103
11137,2023-04-14 14:14:11,38,93,6.8,8950451,103
11138,2023-04-14 14:17:49,98,42,7.03,8950669,103
11139,2023-04-14 14:43:36,88,4,111.79,8952216,103
11140,2023-04-14 14:48:20,67,83,47.91,8952500,103
11141,2023-04-14 14:51:28,35,38,79.61,8952688,103
11142,2023-04-14 14:52:15,65,95,6.46,8952735,103
11143,2023-04-14 15:04:24,81,80,18.14,8953464,103
11144,2023-04-14 15:24:33,53,88,10.47,8954673,103
11145,2023-04-14 15:32:46,94,10,28.97,8955166,103
11146,2023-04-14 15:35:27,58,27,21.13,8955327,103
11147,2023-04-14 15:40:20,79,8,77.35,8955620,103
11148,2023-04-14 15:52:41,67,83,129.79,8956361,103
11149,2023-04-14 15:56:25,53,88,9.58,8956585,103
11150,2023-04-14 16:33:04,35,51,16.32,8958784,103
11151,2023-04-14 16:36:22,28,88,82.08,8958982,103
11152,2023-04-14 16:51:36,38,78,21.98,8959896,103
11153,2023-04-14 16:52:20,55,81,23.67,8959940,103
11154,2023-04-14 17:11:31,28,88,102.27,8961091,103
11155,2023-04-14 17:13:08,5,79,75.85,8961188,103
11156,2023-04-14 17:25:42,98,92,9.54,8961942,103
11157,2023-04-14 17:29:54,9,84,106.51,8962194,103
11158,2023-04-14 17:33:59,88,4,66.3,8962439,103
11159,2023-04-14 18:23:14,58,27,25.22,8965394,103
11160,2023-04-14 18:40:17,55,81,30.29,8966417,103
11161,2023-04-14 18:58:39,38,78,35.62,8967519,103
11162,2023-04-14 20:16:26,29,62,76.85,8972186,103
11163,2023-04-14 20:20:38,9,84,53.58,8972438,103
11164,2023-04-14 20:39:24,55,81,28.89,8973564,103
11165,2023-04-14 21:07:59,81,80,110.95,8975279,103
11166,2023-04-14 21:33:16,47,41,72.11,8976796,103
11167,2023-04-14 23:38:56,55,81,19.71,8984336,103
11168,2023-04-15 00:27:23,88,4,56.48,8987243,104
11169,2023-04-15 00:40:12,58,27,28.15,8988012,104
11170,2023-04-15 00:51:29,49,26,11.24,8988689,104
11171,2023-04-15 01:18:33,88,4,9.19,8990313,104
11172,2023-04-15 02:32:16,83,25,33.9,8994736,104
11173,2023-04-15 02:50:11,68,85,35.8,8995811,104
11174,2023-04-15 03:05:36,25,17,102.23,8996736,104
11175,2023-04-15 03:08:15,32,17,56.78,8996895,104
11176,2023-04-15 03:19:47,40,31,52.42,8997587,104
11177,2023-04-15 03:21:20,38,93,11.06,8997680,104
11178,2023-04-15 03:25:57,89,24,50.35,8997957,104
11179,2023-04-15 03:56:28,29,40,66.27,8999788,104
11180,2023-04-15 04:02:44,35,38,67.55,9000164,104
11181,2023-04-15 04:36:12,1,5,46.44,9002172,104
11182,2023-04-15 05:05:18,65,95,9.83,9003918,104
11183,2023-04-15 05:06:56,5,79,77.05,9004016,104
11184,2023-04-15 05:21:13,41,79,4.36,9004873,104
11185,2023-04-15 05:22:05,32,17,116.08,9004925,104
11186,2023-04-15 05:37:51,8,8,4.37,9005871,104
11187,2023-04-15 05:52:22,89,24,29.32,9006742,104
11188,2023-04-15 06:13:45,19,24,28.69,9008025,104
11189,2023-04-15 06:25:57,34,29,126.31,9008757,104
11190,2023-04-15 06:36:09,92,56,62.2,9009369,104
11191,2023-04-15 06:54:01,73,67,47.89,9010441,104
11192,2023-04-15 07:29:47,87,99,27.43,9012587,104
11193,2023-04-15 07:29:48,38,78,23.44,9012588,104
11194,2023-04-15 07:30:35,88,4,61.76,9012635,104
11195,2023-04-15 07:31:56,67,83,150.26,9012716,104
11196,2023-04-15 07:37:03,65,95,1.65,9013023,104
11197,2023-04-15 07:42:27,38,78,8.82,9013347,104
11198,2023-04-15 08:05:50,90,14,35.03,9014750,104
11199,2023-04-15 08:11:29,40,31,83.98,9015089,104
11200,2023-04-15 08:13:01,25,17,90.48,9015181,104
11201,2023-04-15 08:18:43,14,88,50.0,9015523,104
11202,2023-04-15 08:58:24,25,17,119.4,9017904,104
11203,2023-04-15 08:59:46,53,88,4.68,9017986,104
11204,2023-04-15 09:09:16,65,95,3.82,9018556,104
11205,2023-04-15 09:11:38,25,88,64.93,9018698,104
11206,2023-04-15 09:14:29,40,31,45.14,9018869,104
11207,2023-04-15 09:22:15,86,91,49.34,9019335,104
11208,2023-04-15 09:27:01,61,31,78.89,9019621,104
11209,2023-04-15 10:08:08,67,83,118.91,9022088,104
11210,2023-04-15 10:11:29,46,34,71.78,9022289,104
11211,2023-04-15 10:18:54,37,54,13.83,9022734,104
11212,2023-04-15 10:27:24,98,92,8.91,9023244,104
11213,2023-04-15 10:36:22,5,79,60.56,9023782,104
11214,2023-04-15 11:08:21,86,91,53.85,9025701,104
11215,2023-04-15 11:14:01,31,8,6.44,9026041,104
11216,2023-04-15 11:40:21,9,84,50.34,9027621,104
11217,2023-04-15 11:42:31,5,79,33.81,9027751,104
11218,2023-04-15 11:43:10,49,26,9.91,9027790,104
11219,2023-04-15 11:51:39,29,62,115.85,9028299,104
11220,2023-04-15 12:03:38,25,17,31.23,9029018,104
11221,2023-04-15 12:06:55,98,42,10.26,9029215,104
11222,2023-04-15 12:20:57,29,48,66.0,9030057,104
11223,2023-04-15 12:34:06,79,8,121.37,9030846,104
11224,2023-04-15 12:39:29,65,95,7.95,9031169,104
11225,2023-04-15 12:43:30,94,10,11.72,9031410,104
11226,2023-04-15 12:45:09,8,46,6.21,9031509,104
11227,2023-04-15 12:45:35,90,14,50.35,9031535,104
11228,2023-04-15 12:48:09,34,29,0.56,9031689,104
11229,2023-04-15 13:05:34,83,7,60.61,9032734,104
11230,2023-04-15 13:12:24,49,26,5.05,9033144,104
11231,2023-04-15 13:14:29,78,71,100.8,9033269,104
11232,2023-04-15 13:25:01,38,78,9.97,9033901,104
11233,2023-04-15 13:25:37,5,79,25.42,9033937,104
11234,2023-04-15 13:27:20,89,24,42.76,9034040,104
11235,2023-04-15 13:48:47,51,72,20.93,9035327,104
11236,2023-04-15 13:48:47,98,42,4.49,9035327,104
11237,2023-04-15 13:49:31,67,83,57.31,9035371,104
11238,2023-04-15 13:50:53,83,25,6.48,9035453,104
11239,2023-04-15 13:53:52,9,84,96.04,9035632,104
11240,2023-04-15 14:16:31,67,83,53.02,9036991,104
11241,2023-04-15 14:19:51,40,31,4.0,9037191,104
11242,2023-04-15 14:34:49,35,51,55.83,9038089,104
11243,2023-04-15 14:37:02,53,88,5.8,9038222,104
11244,2023-04-15 14:42:06,22,99,32.14,9038526,104
11245,2023-04-15 14:48:09,25,88,80.08,9038889,104
11246,2023-04-15 14:48:56,68,85,40.01,9038936,104
11247,2023-04-15 14:59:30,80,24,8.83,9039570,104
11248,2023-04-15 15:03:35,65,95,4.53,9039815,104
11249,2023-04-15 15:05:20,88,4,29.51,9039920,104
11250,2023-04-15 15:07:00,41,79,12.73,9040020,104
11251,2023-04-15 15:23:33,68,85,9.97,9041013,104
11252,2023-04-15 15:31:34,65,95,3.59,9041494,104
11253,2023-04-15 16:01:24,28,17,44.46,9043284,104
11254,2023-04-15 16:04:30,90,6,48.08,9043470,104
11255,2023-04-15 16:04:56,5,79,82.77,9043496,104
11256,2023-04-15 16:33:05,94,10,51.73,9045185,104
11257,2023-04-15 16:44:43,53,88,9.2,9045883,104
11258,2023-04-15 16:47:00,55,81,35.14,9046020,104
11259,2023-04-15 16:55:14,49,26,10.34,9046514,104
11260,2023-04-15 16:56:46,11,44,13.95,9046606,104
11261,2023-04-15 17:25:19,37,54,24.65,9048319,104
11262,2023-04-15 17:26:05,25,17,102.99,9048365,104
11263,2023-04-15 17:32:09,33,64,81.07,9048729,104
11264,2023-04-15 18:10:15,40,31,122.91,9051015,104
11265,2023-04-15 18:47:48,89,24,12.04,9053268,104
11266,2023-04-15 18:56:33,9,84,146.79,9053793,104
11267,2023-04-15 19:21:57,68,85,0.9,9055317,104
11268,2023-04-15 20:59:01,37,54,31.61,9061141,104
11269,2023-04-15 21:16:58,0,29,40.87,9062218,104
11270,2023-04-15 21:29:26,37,54,48.44,9062966,104
11271,2023-04-15 23:35:21,81,80,87.95,9070521,104
11272,2023-04-15 23:48:26,89,24,23.11,9071306,104
11273,2023-04-16 00:09:59,79,8,48.79,9072599,105
11274,2023-04-16 01:53:09,55,81,26.48,9078789,105
11275,2023-04-16 02:17:52,68,85,16.48,9080272,105
11276,2023-04-16 03:16:13,9,84,80.42,9083773,105
11277,2023-04-16 03:53:56,79,46,30.74,9086036,105
11278,2023-04-16 04:00:54,5,79,58.45,9086454,105
11279,2023-04-16 04:26:35,76,47,5.23,9087995,105
11280,2023-04-16 04:36:18,25,17,64.01,9088578,105
11281,2023-04-16 04:43:20,37,54,21.55,9089000,105
11282,2023-04-16 04:54:27,32,88,115.33,9089667,105
11283,2023-04-16 05:04:04,22,65,39.11,9090244,105
11284,2023-04-16 06:06:59,28,88,71.64,9094019,105
11285,2023-04-16 06:11:38,80,24,12.31,9094298,105
11286,2023-04-16 06:56:12,34,29,64.84,9096972,105
11287,2023-04-16 07:10:16,9,84,124.58,9097816,105
11288,2023-04-16 07:20:40,86,91,95.04,9098440,105
11289,2023-04-16 07:30:27,34,29,128.99,9099027,105
11290,2023-04-16 07:47:14,38,78,8.48,9100034,105
11291,2023-04-16 07:53:16,53,88,10.95,9100396,105
11292,2023-04-16 07:54:25,38,78,33.53,9100465,105
11293,2023-04-16 08:05:45,79,4,78.03,9101145,105
11294,2023-04-16 08:11:17,61,31,31.8,9101477,105
11295,2023-04-16 08:15:42,29,40,174.38,9101742,105
11296,2023-04-16 08:16:27,67,83,54.5,9101787,105
11297,2023-04-16 08:18:25,65,95,4.53,9101905,105
11298,2023-04-16 08:19:48,8,8,1.22,9101988,105
11299,2023-04-16 08:23:00,88,4,68.03,9102180,105
11300,2023-04-16 08:24:39,25,88,46.11,9102279,105
11301,2023-04-16 08:46:27,65,95,8.08,9103587,105
11302,2023-04-16 08:52:01,34,29,54.61,9103921,105
11303,2023-04-16 08:56:45,65,95,8.04,9104205,105
11304,2023-04-16 09:00:22,68,85,22.83,9104422,105
11305,2023-04-16 09:04:52,32,17,93.14,9104692,105
11306,2023-04-16 09:21:25,58,27,23.79,9105685,105
11307,2023-04-16 09:27:27,47,17,55.04,9106047,105
11308,2023-04-16 09:49:29,8,8,7.61,9107369,105
11309,2023-04-16 10:00:31,49,26,4.2,9108031,105
11310,2023-04-16 10:24:54,1,5,14.39,9109494,105
11311,2023-04-16 10:31:17,33,64,69.49,9109877,105
11312,2023-04-16 10:46:31,35,38,70.45,9110791,105
11313,2023-04-16 11:12:51,81,80,46.1,9112371,105
11314,2023-04-16 11:13:30,38,78,3.28,9112410,105
11315,2023-04-16 11:13:42,34,29,113.0,9112422,105
11316,2023-04-16 11:18:16,25,17,76.53,9112696,105
11317,2023-04-16 11:20:50,0,87,72.4,9112850,105
11318,2023-04-16 11:25:16,65,95,6.39,9113116,105
11319,2023-04-16 11:25:33,9,84,81.3,9113133,105
11320,2023-04-16 11:38:50,68,85,27.29,9113930,105
11321,2023-04-16 11:41:02,80,24,7.45,9114062,105
11322,2023-04-16 11:46:56,89,24,51.98,9114416,105
11323,2023-04-16 12:06:07,51,72,106.81,9115567,105
11324,2023-04-16 12:08:52,89,24,21.84,9115732,105
11325,2023-04-16 12:27:48,98,42,9.48,9116868,105
11326,2023-04-16 12:35:06,15,55,72.74,9117306,105
11327,2023-04-16 13:06:35,33,64,76.0,9119195,105
11328,2023-04-16 13:28:01,9,84,76.34,9120481,105
11329,2023-04-16 13:34:50,94,10,59.0,9120890,105
11330,2023-04-16 13:39:25,46,52,63.81,9121165,105
11331,2023-04-16 13:49:04,37,54,14.94,9121744,105
11332,2023-04-16 14:00:46,40,31,76.96,9122446,105
11333,2023-04-16 14:04:23,46,34,94.28,9122663,105
11334,2023-04-16 14:08:22,0,87,72.97,9122902,105
11335,2023-04-16 14:16:54,41,79,10.73,9123414,105
11336,2023-04-16 14:24:45,8,8,8.1,9123885,105
11337,2023-04-16 14:28:19,79,4,98.27,9124099,105
11338,2023-04-16 14:46:58,65,95,3.96,9125218,105
11339,2023-04-16 14:56:40,29,48,102.31,9125800,105
11340,2023-04-16 15:12:42,9,84,153.91,9126762,105
11341,2023-04-16 15:15:46,9,84,28.63,9126946,105
11342,2023-04-16 15:19:49,67,83,41.75,9127189,105
11343,2023-04-16 15:32:32,88,4,74.25,9127952,105
11344,2023-04-16 15:39:35,46,34,30.15,9128375,105
11345,2023-04-16 15:59:40,67,83,120.93,9129580,105
11346,2023-04-16 16:20:56,58,74,24.91,9130856,105
11347,2023-04-16 16:31:40,98,92,4.76,9131500,105
11348,2023-04-16 16:42:01,50,11,54.71,9132121,105
11349,2023-04-16 16:43:16,46,34,16.13,9132196,105
11350,2023-04-16 16:43:45,88,4,4.75,9132225,105
11351,2023-04-16 16:45:04,53,88,7.24,9132304,105
11352,2023-04-16 17:28:10,9,84,74.55,9134890,105
11353,2023-04-16 17:30:51,32,17,66.14,9135051,105
11354,2023-04-16 17:35:45,25,88,100.4,9135345,105
11355,2023-04-16 18:05:08,98,42,7.17,9137108,105
11356,2023-04-16 18:30:55,53,88,4.2,9138655,105
11357,2023-04-16 18:45:57,65,95,7.42,9139557,105
11358,2023-04-16 19:11:07,88,4,38.73,9141067,105
11359,2023-04-16 19:18:26,40,31,18.11,9141506,105
11360,2023-04-16 19:31:53,80,24,13.85,9142313,105
11361,2023-04-16 20:07:19,31,8,8.25,9144439,105
11362,2023-04-16 20:12:37,43,82,98.3,9144757,105
11363,2023-04-16 20:17:01,5,79,43.74,9145021,105
11364,2023-04-16 20:40:51,89,24,17.86,9146451,105
11365,2023-04-16 21:00:35,40,31,62.18,9147635,105
11366,2023-04-16 21:01:11,79,8,160.58,9147671,105
11367,2023-04-16 21:38:40,38,93,24.08,9149920,105
11368,2023-04-17 00:09:20,51,60,37.11,9158960,106
11369,2023-04-17 01:19:27,53,88,3.46,9163167,106
11370,2023-04-17 02:01:17,67,83,23.89,9165677,106
11371,2023-04-17 03:03:08,90,14,76.5,9169388,106
11372,2023-04-17 03:17:09,37,54,24.1,9170229,106
11373,2023-04-17 03:55:31,83,7,91.39,9172531,106
11374,2023-04-17 04:22:37,89,24,34.35,9174157,106
11375,2023-04-17 04:33:44,89,24,29.66,9174824,106
11376,2023-04-17 05:11:58,38,93,18.17,9177118,106
11377,2023-04-17 05:31:58,88,4,65.57,9178318,106
11378,2023-04-17 05:45:36,47,17,75.98,9179136,106
11379,2023-04-17 05:47:52,98,42,6.66,9179272,106
11380,2023-04-17 05:50:13,0,87,97.53,9179413,106
11381,2023-04-17 05:57:41,53,88,8.43,9179861,106
11382,2023-04-17 06:01:13,58,27,37.65,9180073,106
11383,2023-04-17 06:11:17,38,93,10.18,9180677,106
11384,2023-04-17 06:24:11,94,10,11.96,9181451,106
11385,2023-04-17 06:32:08,67,83,153.41,9181928,106
11386,2023-04-17 06:43:22,1,5,15.75,9182602,106
11387,2023-04-17 06:48:27,43,82,16.19,9182907,106
11388,2023-04-17 06:50:58,92,56,109.28,9183058,106
11389,2023-04-17 06:54:46,53,88,2.88,9183286,106
11390,2023-04-17 06:57:13,38,78,7.27,9183433,106
11391,2023-04-17 07:10:21,81,80,86.6,9184221,106
11392,2023-04-17 07:10:26,38,78,21.51,9184226,106
11393,2023-04-17 07:34:00,65,95,4.41,9185640,106
11394,2023-04-17 07:48:00,38,93,21.31,9186480,106
11395,2023-04-17 08:08:16,94,10,43.91,9187696,106
11396,2023-04-17 08:10:13,18,34,104.35,9187813,106
11397,2023-04-17 08:29:03,8,8,6.4,9188943,106
11398,2023-04-17 08:32:36,40,31,87.9,9189156,106
11399,2023-04-17 08:39:46,29,40,104.01,9189586,106
11400,2023-04-17 08:40:30,8,46,7.41,9189630,106
11401,2023-04-17 08:52:51,89,24,21.77,9190371,106
11402,2023-04-17 09:02:18,28,88,68.79,9190938,106
11403,2023-04-17 09:05:22,51,60,33.29,9191122,106
11404,2023-04-17 09:29:53,79,4,142.29,9192593,106
11405,2023-04-17 09:32:22,15,55,2.24,9192742,106
11406,2023-04-17 09:37:16,34,29,34.87,9193036,106
11407,2023-04-17 09:37:54,33,64,67.36,9193074,106
11408,2023-04-17 09:42:12,31,8,12.53,9193332,106
11409,2023-04-17 09:44:12,1,5,23.54,9193452,106
11410,2023-04-17 10:23:17,14,88,8.91,9195797,106
11411,2023-04-17 10:25:39,53,88,4.55,9195939,106
11412,2023-04-17 10:32:56,43,82,61.5,9196376,106
11413,2023-04-17 10:43:03,9,84,160.38,9196983,106
11414,2023-04-17 10:45:04,83,25,75.82,9197104,106
11415,2023-04-17 11:08:56,81,80,63.62,9198536,106
11416,2023-04-17 11:12:14,81,80,35.6,9198734,106
11417,2023-04-17 11:22:56,55,81,32.35,9199376,106
11418,2023-04-17 11:26:38,35,38,38.95,9199598,106
11419,2023-04-17 11:32:44,88,4,53.41,9199964,106
11420,2023-04-17 11:39:20,98,42,8.69,9200360,106
11421,2023-04-17 11:41:20,65,95,2.67,9200480,106
11422,2023-04-17 11:42:13,41,79,7.99,9200533,106
11423,2023-04-17 11:46:28,31,46,4.48,9200788,106
11424,2023-04-17 12:01:32,51,60,96.46,9201692,106
11425,2023-04-17 12:05:01,65,95,6.31,9201901,106
11426,2023-04-17 12:08:46,15,55,38.71,9202126,106
11427,2023-04-17 12:12:19,9,84,38.32,9202339,106
11428,2023-04-17 12:26:13,11,44,35.06,9203173,106
11429,2023-04-17 12:35:28,86,91,41.31,9203728,106
11430,2023-04-17 12:54:42,83,7,63.26,9204882,106
11431,2023-04-17 12:56:20,65,95,0.85,9204980,106
11432,2023-04-17 12:56:23,38,78,21.02,9204983,106
11433,2023-04-17 12:59:26,88,4,40.63,9205166,106
11434,2023-04-17 13:19:14,8,46,1.51,9206354,106
